iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
VIR,North America,United States Virgin Islands,8/9/2020,547,19,18,9,0,0.143,5238.31,181.952,172.376,86.188,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/10/2020,547,0,18,9,0,0.143,5238.31,0,172.376,86.188,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/11/2020,547,0,15.429,9,0,0.143,5238.31,0,147.751,86.188,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/12/2020,639,92,25.143,9,0,0.143,6119.342,881.032,240.779,86.188,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/13/2020,639,0,19.714,9,0,0,6119.342,0,188.793,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/14/2020,704,65,26,9,0,0,6741.81,622.468,248.987,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/15/2020,734,30,29.429,9,0,0,7029.103,287.293,281.821,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/16/2020,734,0,26.714,9,0,0,7029.103,0,255.828,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/17/2020,741,7,27.714,9,0,0,7096.138,67.035,265.404,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/18/2020,796,55,35.571,9,0,0,7622.842,526.704,340.647,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/19/2020,796,0,22.429,9,0,0,7622.842,0,214.786,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/20/2020,828,32,27,9,0,0,7929.288,306.446,258.564,86.188,0,0,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/21/2020,869,41,23.571,10,1,0.143,8321.921,392.634,225.73,95.764,9.576,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/22/2020,932,63,28.286,10,0,0.143,8925.237,603.315,270.876,95.764,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/23/2020,932,0,28.286,10,0,0.143,8925.237,0,270.876,95.764,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/24/2020,984,52,34.714,11,1,0.286,9423.211,497.975,332.439,105.341,9.576,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/25/2020,998,14,28.857,12,1,0.429,9557.281,134.07,276.349,114.917,9.576,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/26/2020,1030,32,33.429,14,2,0.714,9863.727,306.446,320.127,134.07,19.153,6.84,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/27/2020,1030,0,28.857,14,0,0.714,9863.727,0,276.349,134.07,0,6.84,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/28/2020,1075,45,29.429,14,0,0.571,10294.667,430.94,281.821,134.07,0,5.472,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/29/2020,1075,0,20.429,14,0,0.571,10294.667,0,195.633,134.07,0,5.472,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/30/2020,1129,54,28.143,14,0,0.571,10811.794,517.127,269.508,134.07,0,5.472,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,8/31/2020,1134,5,21.429,14,0,0.429,10859.677,47.882,205.209,134.07,0,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/1/2020,1139,5,20.143,15,1,0.429,10907.559,47.882,192.897,143.647,9.576,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/2/2020,1143,4,16.143,15,0,0.143,10945.864,38.306,154.591,143.647,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/3/2020,1144,1,16.286,15,0,0.143,10955.441,9.576,155.959,143.647,0,1.368,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/4/2020,1150,6,10.714,16,1,0.286,11012.899,57.459,102.605,153.223,9.576,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/5/2020,1150,0,10.714,16,0,0.286,11012.899,0,102.605,153.223,0,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/6/2020,1167,17,5.429,16,0,0.286,11175.699,162.799,51.986,153.223,0,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/7/2020,1181,14,6.714,17,1,0.429,11309.769,134.07,64.299,162.799,9.576,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/8/2020,1190,9,7.286,17,0,0.286,11395.957,86.188,69.771,162.799,0,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/9/2020,1191,1,6.857,18,1,0.429,11405.533,9.576,65.667,172.376,9.576,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/10/2020,1197,6,7.571,18,0,0.429,11462.992,57.459,72.507,172.376,0,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/11/2020,1201,4,7.286,18,0,0.286,11501.298,38.306,69.771,172.376,0,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/12/2020,1201,0,7.286,18,0,0.286,11501.298,0,69.771,172.376,0,2.736,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,
VIR,North America,United States Virgin Islands,9/13/2020,1220,19,7.571,19,1,0.429,11683.25,181.952,72.507,181.952,9.576,4.104,,,,,,,,,,,104423,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,,
